,word,freq,probability
2301,large bowl,375,0.000158387
2302,now one,375,0.000158387
2303,doors open,375,0.000158387
2304,theres way,375,0.000158387
2305,well will,375,0.000158387
2306,gonna take,375,0.000158387
2307,can check,375,0.000158387
2308,might go,375,0.000158387
2309,just stop,375,0.000158387
2310,hours later,375,0.000158387
2311,new single,375,0.000158387
2312,dreams come,375,0.000158387
2313,yrs ago,375,0.000158387
2314,post office,374,0.000157965
2315,around time,374,0.000157965
2316,want try,374,0.000157965
2317,think really,374,0.000157965
2318,letting know,374,0.000157965
2319,dont come,374,0.000157965
2320,okay im,374,0.000157965
2321,one get,374,0.000157965
2322,dark chocolate,374,0.000157965
2323,thank great,374,0.000157965
2324,follow im,374,0.000157965
2325,rt follow,374,0.000157965
2326,love god,373,0.000157543
2327,may day,373,0.000157543
2328,hey can,373,0.000157543
2329,everyone happy,373,0.000157543
2330,isnt going,373,0.000157543
2331,green bay,373,0.000157543
2332,ohio state,373,0.000157543
2333,im confused,373,0.000157543
2334,time one,372,0.00015712
2335,taylor swift,372,0.00015712
2336,something special,372,0.00015712
2337,long run,372,0.00015712
2338,twitter feed,372,0.00015712
2339,followed back,372,0.00015712
2340,back ya,372,0.00015712
2341,taking place,371,0.000156698
2342,rock roll,371,0.000156698
2343,just remember,371,0.000156698
2344,amount time,371,0.000156698
2345,lot better,371,0.000156698
2346,listening music,371,0.000156698
2347,day new,371,0.000156698
2348,gonna good,371,0.000156698
2349,completely different,370,0.000156276
2350,love work,370,0.000156276
2351,today dont,370,0.000156276
2352,will leave,370,0.000156276
2353,like hes,370,0.000156276
2354,thank love,370,0.000156276
2355,dont play,370,0.000156276
2356,will begin,369,0.000155853
2357,new stuff,369,0.000155853
2358,like hear,369,0.000155853
2359,new ones,369,0.000155853
2360,im playing,369,0.000155853
2361,oh okay,369,0.000155853
2362,just something,368,0.000155431
2363,ten minutes,368,0.000155431
2364,really enjoy,368,0.000155431
2365,lucky enough,368,0.000155431
2366,red carpet,368,0.000155431
2367,season finale,368,0.000155431
2368,im new,368,0.000155431
2369,good looking,368,0.000155431
2370,little guy,367,0.000155008
2371,please make,367,0.000155008
2372,fashion show,367,0.000155008
2373,appreciate support,367,0.000155008
2374,lol well,367,0.000155008
2375,trying keep,366,0.000154586
2376,good old,366,0.000154586
2377,please keep,366,0.000154586
2378,today thanks,366,0.000154586
2379,say one,365,0.000154164
2380,gives us,365,0.000154164
2381,one place,365,0.000154164
2382,dont eat,365,0.000154164
2383,ever made,365,0.000154164
2384,will turn,365,0.000154164
2385,health insurance,365,0.000154164
2386,minutes later,364,0.000153741
2387,want thank,364,0.000153741
2388,one people,364,0.000153741
2389,pale ale,364,0.000153741
2390,sit back,364,0.000153741
2391,get going,364,0.000153741
2392,san jose,364,0.000153741
2393,just looking,364,0.000153741
2394,good friday,364,0.000153741
2395,go hard,364,0.000153741
2396,sour cream,363,0.000153319
2397,small town,363,0.000153319
2398,wanted know,363,0.000153319
2399,home school,363,0.000153319
2400,good movie,363,0.000153319
2401,bottom line,363,0.000153319
2402,just gotta,363,0.000153319
2403,run away,362,0.000152897
2404,havent even,362,0.000152897
2405,someone please,362,0.000152897
2406,radio station,362,0.000152897
2407,final four,362,0.000152897
2408,just signed,362,0.000152897
2409,mom just,362,0.000152897
2410,bout go,362,0.000152897
2411,win tonight,362,0.000152897
2412,haha thanks,362,0.000152897
2413,feel need,361,0.000152474
2414,one little,361,0.000152474
2415,just sit,361,0.000152474
2416,felt good,361,0.000152474
2417,im fine,361,0.000152474
2418,interesting see,361,0.000152474
2419,thank sharing,361,0.000152474
2420,one go,361,0.000152474
2421,back bed,361,0.000152474
2422,far good,361,0.000152474
2423,soon will,361,0.000152474
2424,today love,361,0.000152474
2425,thanks heads,361,0.000152474
2426,u ur,361,0.000152474
2427,good right,360,0.000152052
2428,really cant,360,0.000152052
2429,will want,360,0.000152052
2430,good reason,360,0.000152052
2431,whatever want,360,0.000152052
2432,twitter name,360,0.000152052
2433,one lol,360,0.000152052
2434,will run,359,0.00015163
2435,want share,359,0.00015163
2436,getting new,359,0.00015163
2437,miles away,359,0.00015163
2438,theyre going,359,0.00015163
2439,old friend,359,0.00015163
2440,next months,359,0.00015163
2441,getting excited,359,0.00015163
2442,better place,359,0.00015163
2443,hot water,358,0.000151207
2444,made laugh,358,0.000151207
2445,phone number,358,0.000151207
2446,like best,358,0.000151207
2447,go buy,358,0.000151207
2448,day night,358,0.000151207
2449,people actually,358,0.000151207
2450,get life,358,0.000151207
2451,like lol,358,0.000151207
2452,even dont,358,0.000151207
2453,days im,358,0.000151207
2454,taste like,358,0.000151207
2455,couldnt agree,358,0.000151207
2456,follow ill,358,0.000151207
2457,u look,358,0.000151207
2458,im giving,357,0.000150785
2459,back just,357,0.000150785
2460,tell story,357,0.000150785
2461,know means,357,0.000150785
2462,make time,357,0.000150785
2463,can try,357,0.000150785
2464,public library,357,0.000150785
2465,just can,357,0.000150785
2466,well go,357,0.000150785
2467,got u,357,0.000150785
2468,said will,356,0.000150362
2469,must go,356,0.000150362
2470,day good,356,0.000150362
2471,going give,356,0.000150362
2472,video game,356,0.000150362
2473,never even,356,0.000150362
2474,open pm,356,0.000150362
2475,another year,356,0.000150362
2476,well maybe,356,0.000150362
2477,youre awesome,356,0.000150362
2478,people world,355,0.00014994
2479,medium heat,355,0.00014994
2480,made one,355,0.00014994
2481,make best,355,0.00014994
2482,law enforcement,355,0.00014994
2483,well deserved,355,0.00014994
2484,tell people,355,0.00014994
2485,will missed,355,0.00014994
2486,productive day,355,0.00014994
2487,rt oh,355,0.00014994
2488,something good,354,0.000149518
2489,people use,354,0.000149518
2490,wonderful time,354,0.000149518
2491,just learned,354,0.000149518
2492,can turn,354,0.000149518
2493,finally found,354,0.000149518
2494,anytime soon,354,0.000149518
2495,hit us,354,0.000149518
2496,good mood,354,0.000149518
2497,vice president,354,0.000149518
2498,new show,354,0.000149518
2499,u make,354,0.000149518
2500,youre getting,353,0.000149095
2501,sure follow,353,0.000149095
2502,yes love,353,0.000149095
2503,go well,353,0.000149095
2504,work can,353,0.000149095
2505,watching game,353,0.000149095
2506,get well,353,0.000149095
2507,people cant,353,0.000149095
2508,want follow,353,0.000149095
2509,will share,353,0.000149095
2510,thanks shoutout,353,0.000149095
2511,still feel,352,0.000148673
2512,way many,352,0.000148673
2513,soon get,352,0.000148673
2514,living life,352,0.000148673
2515,new world,352,0.000148673
2516,card stock,352,0.000148673
2517,glass wine,352,0.000148673
2518,know time,352,0.000148673
2519,else will,352,0.000148673
2520,like never,352,0.000148673
2521,use twitter,352,0.000148673
2522,im reading,352,0.000148673
2523,hey whats,352,0.000148673
2524,tonight come,352,0.000148673
2525,every now,351,0.000148251
2526,really happy,351,0.000148251
2527,didnt mean,351,0.000148251
2528,today last,351,0.000148251
2529,us twitter,351,0.000148251
2530,want meet,351,0.000148251
2531,oh just,351,0.000148251
2532,haha well,351,0.000148251
2533,oh yea,351,0.000148251
2534,congrats new,351,0.000148251
2535,single day,350,0.000147828
2536,good look,350,0.000147828
2537,watch tv,350,0.000147828
2538,wonderful weekend,350,0.000147828
2539,sunny day,350,0.000147828
2540,black people,350,0.000147828
2541,middle night,350,0.000147828
2542,home now,350,0.000147828
2543,always looking,350,0.000147828
2544,just watch,350,0.000147828
2545,direct message,350,0.000147828
2546,soo much,350,0.000147828
2547,lol good,350,0.000147828
2548,aw thanks,350,0.000147828
2549,one biggest,349,0.000147406
2550,close eyes,349,0.000147406
2551,short story,349,0.000147406
2552,someone like,349,0.000147406
2553,im interested,349,0.000147406
2554,like idea,349,0.000147406
2555,two new,349,0.000147406
2556,time read,349,0.000147406
2557,now hes,349,0.000147406
2558,thanks hope,349,0.000147406
2559,cant decide,349,0.000147406
2560,can save,349,0.000147406
2561,us well,349,0.000147406
2562,keep great,349,0.000147406
2563,haha know,349,0.000147406
2564,forward tweets,349,0.000147406
2565,one wants,348,0.000146983
2566,youd think,348,0.000146983
2567,us just,348,0.000146983
2568,heading back,348,0.000146983
2569,week ago,348,0.000146983
2570,get touch,348,0.000146983
2571,four days,348,0.000146983
2572,headed back,348,0.000146983
2573,important thing,347,0.000146561
2574,sure dont,347,0.000146561
2575,now really,347,0.000146561
2576,thought going,347,0.000146561
2577,get tired,347,0.000146561
2578,twitter followers,347,0.000146561
2579,got email,346,0.000146139
2580,going around,346,0.000146139
2581,really didnt,346,0.000146139
2582,might make,346,0.000146139
2583,yes thats,346,0.000146139
2584,may get,346,0.000146139
2585,just discovered,346,0.000146139
2586,wish best,346,0.000146139
2587,hey girl,346,0.000146139
2588,thats ok,346,0.000146139
2589,dm email,346,0.000146139
2590,made us,345,0.000145716
2591,say will,345,0.000145716
2592,middle class,345,0.000145716
2593,im finally,345,0.000145716
2594,almost time,345,0.000145716
2595,just use,345,0.000145716
2596,want work,345,0.000145716
2597,grad school,345,0.000145716
2598,great movie,345,0.000145716
2599,will closed,345,0.000145716
2600,february th,344,0.000145294
2601,north america,344,0.000145294
2602,also said,344,0.000145294
2603,another way,344,0.000145294
2604,things make,344,0.000145294
2605,please get,344,0.000145294
2606,martha stewart,343,0.000144872
2607,time family,343,0.000144872
2608,right way,343,0.000144872
2609,well keep,343,0.000144872
2610,sitting next,343,0.000144872
2611,social network,343,0.000144872
2612,rt one,343,0.000144872
2613,new place,342,0.000144449
2614,night long,342,0.000144449
2615,moving forward,342,0.000144449
2616,going need,342,0.000144449
2617,busy week,342,0.000144449
2618,gift certificate,342,0.000144449
2619,always thought,342,0.000144449
2620,see whats,342,0.000144449
2621,stop talking,342,0.000144449
2622,contact info,342,0.000144449
2623,will remain,341,0.000144027
2624,just noticed,341,0.000144027
2625,birthday hope,341,0.000144027
2626,omg just,341,0.000144027
2627,much much,340,0.000143605
2628,things ive,340,0.000143605
2629,wanted share,340,0.000143605
2630,sure just,340,0.000143605
2631,forward next,340,0.000143605
2632,oh know,340,0.000143605
2633,going tonight,340,0.000143605
2634,long weekend,339,0.000143182
2635,made think,339,0.000143182
2636,today got,339,0.000143182
2637,oh goodness,339,0.000143182
2638,really going,339,0.000143182
2639,probably just,339,0.000143182
2640,need good,339,0.000143182
2641,best place,339,0.000143182
2642,keep getting,339,0.000143182
2643,omg love,339,0.000143182
2644,pm tonight,339,0.000143182
2645,pm come,339,0.000143182
2646,plz follow,339,0.000143182
2647,christmas tree,338,0.00014276
2648,worked hard,338,0.00014276
2649,grilled cheese,338,0.00014276
2650,going right,338,0.00014276
2651,something just,338,0.00014276
2652,well known,338,0.00014276
2653,just bit,338,0.00014276
2654,dont expect,338,0.00014276
2655,oh love,338,0.00014276
2656,im eating,338,0.00014276
2657,theyre just,338,0.00014276
2658,think got,338,0.00014276
2659,sure thing,338,0.00014276
2660,back twitter,338,0.00014276
2661,miss ya,338,0.00014276
2662,want help,337,0.000142337
2663,month ago,337,0.000142337
2664,always fun,337,0.000142337
2665,kinda like,337,0.000142337
2666,anyone interested,337,0.000142337
2667,good book,337,0.000142337
2668,bad things,337,0.000142337
2669,time lol,337,0.000142337
2670,well thanks,337,0.000142337
2671,new car,337,0.000142337
2672,taking pictures,337,0.000142337
2673,will better,337,0.000142337
2674,things go,337,0.000142337
2675,going win,337,0.000142337
2676,bye bye,337,0.000142337
2677,come hang,337,0.000142337
2678,tim tebow,337,0.000142337
2679,u ever,337,0.000142337
2680,always remember,336,0.000141915
2681,past months,336,0.000141915
2682,gas station,336,0.000141915
2683,wasnt even,336,0.000141915
2684,favorite thing,336,0.000141915
2685,dont always,336,0.000141915
2686,love movie,336,0.000141915
2687,peyton manning,336,0.000141915
2688,luv u,336,0.000141915
2689,junior seau,336,0.000141915
2690,austin mahone,336,0.000141915
2691,wanted get,335,0.000141493
2692,time like,335,0.000141493
2693,going say,335,0.000141493
2694,never will,335,0.000141493
2695,time ill,335,0.000141493
2696,something dont,335,0.000141493
2697,im gone,335,0.000141493
2698,guess just,335,0.000141493
2699,rock n,335,0.000141493
2700,just won,335,0.000141493
2701,get lot,334,0.00014107
2702,didnt need,334,0.00014107
2703,little brother,334,0.00014107
2704,draw something,334,0.00014107
2705,can pick,334,0.00014107
2706,something will,334,0.00014107
2707,watch movie,334,0.00014107
2708,thanks letting,334,0.00014107
2709,make big,334,0.00014107
2710,im im,334,0.00014107
2711,can stay,334,0.00014107
2712,thanks help,334,0.00014107
2713,u feel,334,0.00014107
2714,th tweet,334,0.00014107
2715,rt q,334,0.00014107
2716,thats crazy,333,0.000140648
2717,wednesday night,333,0.000140648
2718,funny thing,333,0.000140648
2719,way end,333,0.000140648
2720,im almost,333,0.000140648
2721,thanks lot,333,0.000140648
2722,got go,333,0.000140648
2723,day year,333,0.000140648
2724,spent day,333,0.000140648
2725,might even,333,0.000140648
2726,watching movie,333,0.000140648
2727,know something,333,0.000140648
2728,time new,333,0.000140648
2729,get car,333,0.000140648
2730,people take,333,0.000140648
2731,good now,333,0.000140648
2732,gotta say,333,0.000140648
2733,just ordered,333,0.000140648
2734,hes still,332,0.000140226
2735,know theres,332,0.000140226
2736,can become,332,0.000140226
2737,im using,332,0.000140226
2738,city hall,332,0.000140226
2739,need another,332,0.000140226
2740,night great,332,0.000140226
2741,never going,332,0.000140226
2742,just days,332,0.000140226
2743,yes just,332,0.000140226
2744,im definitely,332,0.000140226
2745,since first,331,0.000139803
2746,get lost,331,0.000139803
2747,year year,331,0.000139803
2748,big brother,331,0.000139803
2749,people work,331,0.000139803
2750,long since,331,0.000139803
2751,cell phones,331,0.000139803
2752,well make,331,0.000139803
2753,last friday,331,0.000139803
2754,back normal,331,0.000139803
2755,ive gotten,331,0.000139803
2756,lol jk,331,0.000139803
2757,want watch,330,0.000139381
2758,coming next,330,0.000139381
2759,college football,330,0.000139381
2760,thanks good,330,0.000139381
2761,matter much,330,0.000139381
2762,us one,330,0.000139381
2763,just never,330,0.000139381
2764,white people,330,0.000139381
2765,well hope,330,0.000139381
2766,just wondering,330,0.000139381
2767,win game,330,0.000139381
2768,thanks bro,330,0.000139381
2769,work will,329,0.000138959
2770,right front,329,0.000138959
2771,one reason,329,0.000138959
2772,go outside,329,0.000138959
2773,night just,329,0.000138959
2774,st pattys,329,0.000138959
2775,give one,328,0.000138536
2776,keep eyes,328,0.000138536
2777,well one,328,0.000138536
2778,another reason,328,0.000138536
2779,work now,328,0.000138536
2780,can meet,328,0.000138536
2781,forward reading,328,0.000138536
2782,get time,328,0.000138536
2783,best show,328,0.000138536
2784,first thought,328,0.000138536
2785,love hate,328,0.000138536
2786,red wine,328,0.000138536
2787,getting old,328,0.000138536
2788,different ways,327,0.000138114
2789,thats going,327,0.000138114
2790,letting go,327,0.000138114
2791,isnt just,327,0.000138114
2792,going crazy,327,0.000138114
2793,bring home,327,0.000138114
2794,everything going,327,0.000138114
2795,hello everyone,327,0.000138114
2796,im leaving,327,0.000138114
2797,big thank,327,0.000138114
2798,thanks making,327,0.000138114
2799,th follower,327,0.000138114
2800,time change,326,0.000137691
2801,fast food,326,0.000137691
2802,next friday,326,0.000137691
2803,little late,326,0.000137691
2804,got get,326,0.000137691
2805,just spent,326,0.000137691
2806,decided take,326,0.000137691
2807,santa monica,326,0.000137691
2808,quote day,326,0.000137691
2809,rt today,326,0.000137691
2810,daily basis,325,0.000137269
2811,time really,325,0.000137269
2812,food processor,325,0.000137269
2813,old lady,325,0.000137269
2814,hi everyone,325,0.000137269
2815,real good,325,0.000137269
2816,home alone,325,0.000137269
2817,day come,325,0.000137269
2818,love support,325,0.000137269
2819,know hes,325,0.000137269
2820,hope feel,325,0.000137269
2821,follow now,325,0.000137269
2822,even worse,324,0.000136847
2823,mix well,324,0.000136847
2824,though dont,324,0.000136847
2825,soon can,324,0.000136847
2826,brought back,324,0.000136847
2827,hour half,324,0.000136847
2828,said just,324,0.000136847
2829,happy day,324,0.000136847
2830,gorgeous day,324,0.000136847
2831,u aint,324,0.000136847
2832,always will,323,0.000136424
2833,full moon,323,0.000136424
2834,every month,323,0.000136424
2835,room temperature,323,0.000136424
2836,life short,323,0.000136424
2837,honestly dont,323,0.000136424
2838,think much,323,0.000136424
2839,now thanks,323,0.000136424
2840,old people,323,0.000136424
2841,tells us,323,0.000136424
2842,game time,323,0.000136424
2843,going watch,323,0.000136424
2844,much rt,323,0.000136424
2845,martin luther,322,0.000136002
2846,take break,322,0.000136002
2847,almost years,322,0.000136002
2848,almost always,322,0.000136002
2849,may st,322,0.000136002
2850,little girls,322,0.000136002
2851,read blog,322,0.000136002
2852,one man,322,0.000136002
2853,super cute,322,0.000136002
2854,doesnt really,322,0.000136002
2855,day well,322,0.000136002
2856,regular season,322,0.000136002
2857,u lol,322,0.000136002
2858,today cant,321,0.00013558
2859,never gets,321,0.00013558
2860,spend money,321,0.00013558
2861,federal government,321,0.00013558
2862,bike ride,321,0.00013558
2863,long can,321,0.00013558
2864,check website,321,0.00013558
2865,sounded like,321,0.00013558
2866,never made,321,0.00013558
2867,long island,321,0.00013558
2868,thats bad,321,0.00013558
2869,must see,321,0.00013558
2870,hope day,321,0.00013558
2871,happy sunday,321,0.00013558
2872,falling asleep,321,0.00013558
2873,yeah buddy,321,0.00013558
2874,rt congrats,321,0.00013558
2875,still like,320,0.000135157
2876,mean im,320,0.000135157
2877,love dont,320,0.000135157
2878,head back,320,0.000135157
2879,im addicted,320,0.000135157
2880,now good,320,0.000135157
2881,give u,320,0.000135157
2882,just passed,320,0.000135157
2883,night tonight,320,0.000135157
2884,fun fact,319,0.000134735
2885,baby boy,319,0.000134735
2886,wonder many,319,0.000134735
2887,go far,319,0.000134735
2888,please take,319,0.000134735
2889,give shout,319,0.000134735
2890,fun time,319,0.000134735
2891,lots people,319,0.000134735
2892,one now,319,0.000134735
2893,dont call,319,0.000134735
2894,happy halloween,319,0.000134735
2895,follow can,319,0.000134735
2896,just checked,319,0.000134735
2897,really feel,318,0.000134312
2898,old enough,318,0.000134312
2899,good call,318,0.000134312
2900,get first,318,0.000134312
2901,like time,318,0.000134312
2902,see now,318,0.000134312
2903,hot chocolate,318,0.000134312
2904,everything will,318,0.000134312
2905,get sick,317,0.00013389
2906,want keep,317,0.00013389
2907,around like,317,0.00013389
2908,said yes,317,0.00013389
2909,help people,317,0.00013389
2910,stay safe,317,0.00013389
2911,everyone can,317,0.00013389
2912,time spent,317,0.00013389
2913,may also,317,0.00013389
2914,done now,317,0.00013389
2915,sad day,317,0.00013389
2916,just sitting,317,0.00013389
2917,time watch,317,0.00013389
2918,u back,317,0.00013389
2919,hey u,317,0.00013389
2920,group people,316,0.000133468
2921,end week,316,0.000133468
2922,always say,316,0.000133468
2923,exactly like,316,0.000133468
2924,going come,316,0.000133468
2925,always one,316,0.000133468
2926,us love,316,0.000133468
2927,love story,316,0.000133468
2928,im supposed,316,0.000133468
2929,keep trying,316,0.000133468
2930,big enough,316,0.000133468
2931,just looked,316,0.000133468
2932,us call,316,0.000133468
2933,lots great,316,0.000133468
2934,probably best,315,0.000133045
2935,think great,315,0.000133045
2936,people talk,315,0.000133045
2937,im quite,315,0.000133045
2938,thoughts prayers,315,0.000133045
2939,first quarter,315,0.000133045
2940,back im,315,0.000133045
2941,ok just,315,0.000133045
2942,said something,315,0.000133045
2943,good place,315,0.000133045
2944,thats exactly,315,0.000133045
2945,never done,315,0.000133045
2946,hot dogs,315,0.000133045
2947,one top,315,0.000133045
2948,just cause,315,0.000133045
2949,police officer,315,0.000133045
2950,just tried,315,0.000133045
2951,last nite,315,0.000133045
2952,hey man,315,0.000133045
2953,brewing company,314,0.000132623
2954,even one,314,0.000132623
2955,oven degrees,314,0.000132623
2956,bad im,314,0.000132623
2957,coming along,314,0.000132623
2958,give back,314,0.000132623
2959,thought just,314,0.000132623
2960,back together,314,0.000132623
2961,minutes ago,314,0.000132623
2962,full day,314,0.000132623
2963,blessed day,314,0.000132623
2964,will happy,314,0.000132623
2965,tell truth,314,0.000132623
2966,part life,314,0.000132623
2967,found one,314,0.000132623
2968,really cute,314,0.000132623
2969,lets keep,314,0.000132623
2970,thanks ill,314,0.000132623
2971,know make,313,0.000132201
2972,made sure,313,0.000132201
2973,think best,313,0.000132201
2974,can create,313,0.000132201
2975,also great,313,0.000132201
